respondent_id,choice_set,label,choice_ind,package,terms,diet,state,survey_completion_secs,gender,age,us_region,household_income,fast_food_frequency,primary_grocery_shopper,occupation,ethnicity,primary_role_org,marital_status,housing,household_size,main_grocery_store,education,main_fast_food,final_comments,data_source
185564336,8,2,1,package 2,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,9,1,1,package 1,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,9,2,0,package 1,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,10,1,1,package 2,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,10,2,0,package 2,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,11,1,1,package 2,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,11,2,0,package 1,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,12,1,1,package 2,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,12,2,0,package 1,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564337,1,1,1,package 1,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,1,2,0,package 1,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,2,1,1,package 2,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,2,2,0,package 1,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,3,1,0,package 2,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,3,2,1,package 2,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,4,1,1,package 2,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,4,2,0,package 1,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,5,1,1,package 2,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,5,2,0,package 1,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,6,1,1,package 1,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,6,2,0,package 1,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,7,1,1,package 2,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,7,2,0,package 2,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,8,1,1,package 1,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,8,2,0,package 2,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,9,1,1,package 1,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,9,2,0,package 1,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,10,1,1,package 2,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,10,2,0,package 1,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,11,1,0,package 1,1:4lb,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,11,2,1,package 2,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,12,1,0,package 2,meatier,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564337,12,2,1,package 1,thick&juicy,omnivore,Ohio,100,,,,,,,,,,,,,,,,,main
185564338,1,1,0,package 1,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,1,2,1,package 1,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,2,1,1,package 2,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,2,2,0,package 1,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,3,1,1,package 2,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,3,2,0,package 1,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,4,1,0,package 1,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,4,2,1,package 1,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,5,1,0,package 2,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,5,2,1,package 2,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,6,1,0,package 2,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,6,2,1,package 2,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,7,1,1,package 2,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,7,2,0,package 1,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,8,1,1,package 2,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,8,2,0,package 1,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,9,1,0,package 1,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,9,2,1,package 2,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,10,1,0,package 1,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,10,2,1,package 2,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,11,1,1,package 2,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,11,2,0,package 1,meatier,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,12,1,0,package 1,1:4lb,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564338,12,2,1,package 2,thick&juicy,omnivore,Pennsylvania,122,,,,,,,,,,,,,,,,,main
185564340,1,1,1,package 2,thick&juicy,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,1,2,0,package 2,1:4lb,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,2,1,1,package 1,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,2,2,0,package 1,thick&juicy,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,3,1,1,package 2,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,3,2,0,package 1,1:4lb,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,4,1,0,package 1,1:4lb,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,4,2,1,package 1,thick&juicy,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,5,1,0,package 1,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,5,2,1,package 2,1:4lb,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,6,1,0,package 1,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,6,2,1,package 2,thick&juicy,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,7,1,1,package 2,1:4lb,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,7,2,0,package 1,1:4lb,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,8,1,1,package 2,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,8,2,0,package 1,meatier,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,9,1,1,package 1,meatier,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,9,2,0,package 1,1:4lb,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,10,1,0,package 2,1:4lb,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,10,2,1,package 2,meatier,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,11,1,1,package 2,1:4lb,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,11,2,0,package 1,thick&juicy,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,12,1,0,package 1,thick&juicy,reducer,Kentucky,96,,,,,,,,,,,,,,,,,main
185564340,12,2,1,package 2,meatier,omnivore,Kentucky,96,,,,,,,,,,,,,,,,,main
185564345,1,1,0,package 2,meatier,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,1,2,1,package 2,1:4lb,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,2,1,0,package 2,1:4lb,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,2,2,1,package 2,thick&juicy,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,3,1,1,package 1,thick&juicy,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,3,2,0,package 1,meatier,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,4,1,1,package 2,meatier,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,4,2,0,package 1,meatier,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,5,1,0,package 1,1:4lb,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,5,2,1,package 2,thick&juicy,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,6,1,1,package 2,thick&juicy,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,6,2,0,package 1,meatier,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,7,1,0,package 1,1:4lb,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,7,2,1,package 2,1:4lb,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,8,1,0,package 1,thick&juicy,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,8,2,1,package 1,1:4lb,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,9,1,0,package 1,thick&juicy,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,9,2,1,package 2,1:4lb,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,10,1,0,package 1,meatier,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,10,2,1,package 1,1:4lb,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,11,1,0,package 2,meatier,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,11,2,1,package 1,thick&juicy,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,12,1,1,package 2,thick&juicy,reducer,North Carolina,110,,,,,,,,,,,,,,,,,main
185564345,12,2,0,package 2,meatier,omnivore,North Carolina,110,,,,,,,,,,,,,,,,,main
185564346,1,1,0,package 2,thick&juicy,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,1,2,1,package 1,meatier,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,2,1,0,package 1,meatier,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,2,2,1,package 1,1:4lb,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,3,1,1,package 1,1:4lb,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,3,2,0,package 1,thick&juicy,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,4,1,1,package 2,1:4lb,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,4,2,0,package 1,1:4lb,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,5,1,0,package 1,thick&juicy,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,5,2,1,package 2,1:4lb,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,6,1,1,package 1,meatier,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,6,2,0,package 2,1:4lb,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,7,1,0,package 1,thick&juicy,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,7,2,1,package 1,meatier,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,8,1,1,package 2,meatier,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,8,2,0,package 2,thick&juicy,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,9,1,0,package 1,1:4lb,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,9,2,1,package 2,meatier,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,10,1,0,package 2,1:4lb,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,10,2,1,package 2,meatier,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,11,1,0,package 1,thick&juicy,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,11,2,1,package 2,meatier,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564346,12,1,1,package 2,1:4lb,reducer,California,102,,,,,,,,,,,,,,,,,main
185564346,12,2,0,package 2,thick&juicy,omnivore,California,102,,,,,,,,,,,,,,,,,main
185564349,1,1,1,package 2,meatier,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,1,2,0,package 1,thick&juicy,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,2,1,1,package 2,1:4lb,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,2,2,0,package 1,thick&juicy,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,3,1,0,package 1,1:4lb,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,3,2,1,package 1,meatier,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,4,1,0,package 1,1:4lb,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,4,2,1,package 2,thick&juicy,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,5,1,1,package 2,thick&juicy,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,5,2,0,package 2,meatier,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,6,1,0,package 2,1:4lb,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,6,2,1,package 1,meatier,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,7,1,1,package 2,thick&juicy,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,7,2,0,package 1,meatier,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,8,1,0,package 1,thick&juicy,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,8,2,1,package 1,1:4lb,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,9,1,0,package 1,meatier,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,9,2,1,package 2,meatier,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,10,1,0,package 1,thick&juicy,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,10,2,1,package 2,thick&juicy,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,11,1,0,package 2,1:4lb,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,11,2,1,package 2,thick&juicy,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,12,1,0,package 2,meatier,reducer,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564349,12,2,1,package 2,1:4lb,omnivore,Massachusetts,120,,,,,,,,,,,,,,,,Thank you for the credits ,main
185564353,1,1,1,package 2,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,1,2,0,package 1,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,2,1,0,package 1,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,2,2,1,package 1,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,3,1,0,package 1,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,3,2,1,package 2,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,4,1,0,package 1,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,4,2,1,package 2,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,5,1,0,package 2,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,5,2,1,package 2,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,6,1,0,package 1,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,6,2,1,package 2,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,7,1,0,package 1,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,7,2,1,package 2,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,8,1,1,package 2,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,8,2,0,package 1,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,9,1,1,package 2,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,9,2,0,package 2,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,10,1,0,package 1,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,10,2,1,package 1,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,11,1,0,package 2,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,11,2,1,package 2,thick&juicy,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,12,1,1,package 2,meatier,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564353,12,2,0,package 1,1:4lb,omnivore,West Virginia,133,,,,,,,,,,,,,,,,,main
185564357,1,1,0,package 1,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,1,2,1,package 2,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,2,1,1,package 2,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,2,2,0,package 1,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,3,1,0,package 1,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,3,2,1,package 2,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,4,1,0,package 1,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,4,2,1,package 1,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,5,1,1,package 2,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,5,2,0,package 2,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,6,1,0,package 1,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,6,2,1,package 1,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,7,1,0,package 1,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,7,2,1,package 1,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,8,1,1,package 2,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,8,2,0,package 2,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,9,1,0,package 1,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,9,2,1,package 2,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,10,1,1,package 2,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,10,2,0,package 1,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,11,1,1,package 1,meatier,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,11,2,0,package 2,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,12,1,0,package 2,1:4lb,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564357,12,2,1,package 1,thick&juicy,omnivore,California,129,,,,,,,,,,,,,,,,Nothing ,main
185564358,1,1,0,package 2,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,1,2,1,package 2,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,2,1,0,package 1,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,2,2,1,package 1,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,3,1,0,package 1,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,3,2,1,package 2,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,4,1,0,package 2,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,4,2,1,package 1,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,5,1,0,package 2,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,5,2,1,package 1,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,6,1,0,package 1,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,6,2,1,package 2,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,7,1,0,package 2,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,7,2,1,package 1,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,8,1,0,package 2,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,8,2,1,package 1,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,9,1,0,package 2,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,9,2,1,package 1,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,10,1,0,package 1,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,10,2,1,package 1,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,11,1,0,package 2,thick&juicy,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,11,2,1,package 2,meatier,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,12,1,0,package 1,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564358,12,2,1,package 2,1:4lb,omnivore,Texas,77,,,,,,,,,,,,,,,,I’m not worried about it because of it ,main
185564359,1,1,0,package 1,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,1,2,1,package 1,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,2,1,1,package 2,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,2,2,0,package 1,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,3,1,1,package 2,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,3,2,0,package 1,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,4,1,1,package 2,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,4,2,0,package 1,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,5,1,1,package 2,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,5,2,0,package 1,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,6,1,1,package 1,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,6,2,0,package 1,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,7,1,1,package 2,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,7,2,0,package 2,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,8,1,1,package 2,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,8,2,0,package 2,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,9,1,0,package 1,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,9,2,1,package 2,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,10,1,1,package 2,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,10,2,0,package 1,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,11,1,1,package 2,meatier,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,11,2,0,package 1,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,12,1,0,package 1,thick&juicy,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564359,12,2,1,package 1,1:4lb,omnivore,Pennsylvania,132,,,,,,,,,,,,,,,,,main
185564367,1,1,0,package 1,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,1,2,1,package 2,meatier,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,2,1,0,package 1,thick&juicy,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,2,2,1,package 2,thick&juicy,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,3,1,0,package 1,meatier,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,3,2,1,package 2,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,4,1,0,package 1,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,4,2,1,package 2,thick&juicy,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,5,1,1,package 1,thick&juicy,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,5,2,0,package 1,meatier,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,6,1,1,package 2,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,6,2,0,package 1,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,7,1,1,package 2,thick&juicy,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,7,2,0,package 1,meatier,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,8,1,0,package 2,1:4lb,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
185564367,8,2,1,package 2,meatier,omnivore,Illinois,115,,,,,,,,,,,,,,,,,main
